,element_name,type,parent_element,search_path,occurrence,description,search_path_str,COLUMN_NAME,DATA_TYPE,COLUMN_DEF
244,CHAIN_ORG_NAME,String35,PEC_CHAIN_DRCTRY_PRVDR,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PRVDR_INFO', 'ORG_INFO', 'PEC_CHAIN_HOME', 'PEC_CHAIN_DRCTRY_PRVDR']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PRVDR_INFO', 'ORG_INFO', 'PEC_CHAIN_HOME', 'PEC_CHAIN_DRCTRY_PRVDR']",CHAIN_ORG_NAME,VARCHAR2,Name of provider organization that is linked to the chain home office at the time of the report._x000D_
246,PRVDR_TIN,String9,PEC_CHAIN_DRCTRY_PRVDR,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PRVDR_INFO', 'ORG_INFO', 'PEC_CHAIN_HOME', 'PEC_CHAIN_DRCTRY_PRVDR']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PRVDR_INFO', 'ORG_INFO', 'PEC_CHAIN_HOME', 'PEC_CHAIN_DRCTRY_PRVDR']",PRVDR_TIN,CHAR,TIN of the provider who is associated with the chain_x000D_
247,PEC_CHAIN_FI_ASCTN,PEC_CHAIN_FI_ASCTN_Type,PEC_CHAIN_HOME,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PRVDR_INFO', 'ORG_INFO', 'PEC_CHAIN_HOME']","minOccurs=0, maxOccurs=unbounded",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PRVDR_INFO', 'ORG_INFO', 'PEC_CHAIN_HOME']",,,
248,CNTRCTR_ID,String5,CNTRCTR_INFO,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PEC_AFDVT_LIST', 'PEC_AFDVT', 'CNTRCTR_LIST', 'CNTRCTR_INFO']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PEC_AFDVT_LIST', 'PEC_AFDVT', 'CNTRCTR_LIST', 'CNTRCTR_INFO']",CNTRCTR_ID,CHAR,Unique number that identifies a Medicare contractor that originally created the enrollment data in PECOS. This contractor is considered the owner of the enrollment data and no other contractor can modify the enrollment data unless this CNTRCTR_ID is changed using the PECOS Maintenance Utility._x000D_
254,CHG_SYS_DT,DATE_TYPE,PEC_CHAIN_FI_ASCTN,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PRVDR_INFO', 'ORG_INFO', 'PEC_CHAIN_HOME', 'PEC_CHAIN_FI_ASCTN']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PRVDR_INFO', 'ORG_INFO', 'PEC_CHAIN_HOME', 'PEC_CHAIN_FI_ASCTN']",CHG_SYS_DT,DATE,System date of fiscal intermediary change._x000D_
255,TIE_IN_DT,DATE_TYPE,PEC_CHAIN_DRCTRY_CHAIN,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PRVDR_INFO', 'ORG_INFO', 'PEC_CHAIN_HOME', 'PEC_CHAIN_DRCTRY_CHAIN']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PRVDR_INFO', 'ORG_INFO', 'PEC_CHAIN_HOME', 'PEC_CHAIN_DRCTRY_CHAIN']",TIE_IN_DT,DATE,First day fiscal intermediary was responsible for chain._x000D_
257,TIE_OUT_DT,DATE_TYPE,PEC_CHAIN_FI_ASCTN,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PRVDR_INFO', 'ORG_INFO', 'PEC_CHAIN_HOME', 'PEC_CHAIN_FI_ASCTN']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PRVDR_INFO', 'ORG_INFO', 'PEC_CHAIN_HOME', 'PEC_CHAIN_FI_ASCTN']",TIE_OUT_DT,DATE,Last date the fiscal intermediary is responsible for the chain._x000D_
258,PEC_CHAIN_DRCTRY_CHAIN,PEC_CHAIN_DRCTRY_CHAIN_Type,PEC_CHAIN_HOME,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PRVDR_INFO', 'ORG_INFO', 'PEC_CHAIN_HOME']","minOccurs=0, maxOccurs=unbounded",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PRVDR_INFO', 'ORG_INFO', 'PEC_CHAIN_HOME']",,,
259,CHAIN_NAME,String70,PEC_CHAIN_DRCTRY_CHAIN,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PRVDR_INFO', 'ORG_INFO', 'PEC_CHAIN_HOME', 'PEC_CHAIN_DRCTRY_CHAIN']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PRVDR_INFO', 'ORG_INFO', 'PEC_CHAIN_HOME', 'PEC_CHAIN_DRCTRY_CHAIN']",CHAIN_NAME,VARCHAR2,Name of Chain home office at the time of the report._x000D_
260,FY_TXT,,PEC_CHAIN_DRCTRY_CHAIN,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PRVDR_INFO', 'ORG_INFO', 'PEC_CHAIN_HOME', 'PEC_CHAIN_DRCTRY_CHAIN']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PRVDR_INFO', 'ORG_INFO', 'PEC_CHAIN_HOME', 'PEC_CHAIN_DRCTRY_CHAIN']",FY_TXT,CHAR,Home office fiscal year end date at the time of the report._x000D_
261,CHAIN_CNTRCTR_ID,,PEC_CHAIN_DRCTRY_CHAIN,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PRVDR_INFO', 'ORG_INFO', 'PEC_CHAIN_HOME', 'PEC_CHAIN_DRCTRY_CHAIN']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PRVDR_INFO', 'ORG_INFO', 'PEC_CHAIN_HOME', 'PEC_CHAIN_DRCTRY_CHAIN']",CHAIN_CNTRCTR_ID,CHAR,Unique number that identifies a Fiscal Intermediary._x000D_
262,TYPE_CD,,PEC_CHAIN_DRCTRY_CHAIN,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PRVDR_INFO', 'ORG_INFO', 'PEC_CHAIN_HOME', 'PEC_CHAIN_DRCTRY_CHAIN']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PRVDR_INFO', 'ORG_INFO', 'PEC_CHAIN_HOME', 'PEC_CHAIN_DRCTRY_CHAIN']",TYPE_CD,CHAR,"A value that identifies the chain type at the time of the report.   A chain home office is classified having a business structure of either: voluntary non-profit, proprietary, or government._x000D_"
266,LINE_1_ST_ADR,String55,PEC_AFDVT_ADR,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PEC_AFDVT_LIST', 'PEC_AFDVT', 'PEC_AFDVT_ADR']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PEC_AFDVT_LIST', 'PEC_AFDVT', 'PEC_AFDVT_ADR']",LINE_1_ST_ADR,CHAR,Line1 street address where chain home offices was located at the time of the report._x000D_
275,LINE_2_ST_ADR,String55,PEC_AFDVT_ADR,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PEC_AFDVT_LIST', 'PEC_AFDVT', 'PEC_AFDVT_ADR']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PEC_AFDVT_LIST', 'PEC_AFDVT', 'PEC_AFDVT_ADR']",LINE_2_ST_ADR,CHAR,Line2 street address where chain home offices was located at the time of the report._x000D_
285,CITY_NAME,String30,PEC_AFDVT_ADR,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PEC_AFDVT_LIST', 'PEC_AFDVT', 'PEC_AFDVT_ADR']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PEC_AFDVT_LIST', 'PEC_AFDVT', 'PEC_AFDVT_ADR']",CITY_NAME,VARCHAR2,City  of the PECOS Associate 1099 mailing address._x000D_
299,STATE_CD,String2,PEC_AFDVT_ADR,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PEC_AFDVT_LIST', 'PEC_AFDVT', 'PEC_AFDVT_ADR']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PEC_AFDVT_LIST', 'PEC_AFDVT', 'PEC_AFDVT_ADR']",STATE_CD,CHAR,Unique value that identifies the state of the 1099 mailing address._x000D_
314,ZIP_CD,String15,PEC_AFDVT_ADR,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PEC_AFDVT_LIST', 'PEC_AFDVT', 'PEC_AFDVT_ADR']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PEC_AFDVT_LIST', 'PEC_AFDVT', 'PEC_AFDVT_ADR']",ZIP_CD,VARCHAR2,Zip code of the PECOS Associate 1099 mailing address._x000D_
327,FRGN_STATE_NAME,String30,PEC_AFDVT_ADR,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PEC_AFDVT_LIST', 'PEC_AFDVT', 'PEC_AFDVT_ADR']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PEC_AFDVT_LIST', 'PEC_AFDVT', 'PEC_AFDVT_ADR']",FRGN_STATE_NAME,VARCHAR2,Name of state used with foreign address._x000D_
329,FRGN_PSTL_CD,String15,PEC_AFDVT_ADR,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PEC_AFDVT_LIST', 'PEC_AFDVT', 'PEC_AFDVT_ADR']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PEC_AFDVT_LIST', 'PEC_AFDVT', 'PEC_AFDVT_ADR']",FRGN_PSTL_CD,VARCHAR2,Postal code of foreign address._x000D_
332,FRGN_CD,String1,PEC_AFDVT_ADR,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PEC_AFDVT_LIST', 'PEC_AFDVT', 'PEC_AFDVT_ADR']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PEC_AFDVT_LIST', 'PEC_AFDVT', 'PEC_AFDVT_ADR']",FRGN_CD,CHAR,Indicates whether the address is a foreign address._x000D_
336,CNTRY_CD,String2,PEC_AFDVT_ADR,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PEC_AFDVT_LIST', 'PEC_AFDVT', 'PEC_AFDVT_ADR']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PEC_AFDVT_LIST', 'PEC_AFDVT', 'PEC_AFDVT_ADR']",CNTRY_CD,CHAR,Country code of the PECOS Associate 1099 mailing address._x000D_
341,PEC_1099_MLG_ADR,PEC_1099_MLG_ADR_Type,ORG_INFO,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PRVDR_INFO', 'ORG_INFO']","minOccurs=0, maxOccurs=unbounded",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PRVDR_INFO', 'ORG_INFO']",,,
342,MLG_ADR,ADR_TYPE,PEC_1099_MLG_ADR,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PRVDR_INFO', 'ORG_INFO', 'PEC_1099_MLG_ADR']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PRVDR_INFO', 'ORG_INFO', 'PEC_1099_MLG_ADR']",,,
343,TEL_NUM,String20,PEC_MLG_ADR,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'PEC_MLG_ADR']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'PEC_MLG_ADR']",TEL_NUM,VARCHAR2,Telephone number of the PECOS associate._x000D_
350,FAX_NUM,String20,PEC_MLG_ADR,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'PEC_MLG_ADR']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'PEC_MLG_ADR']",FAX_NUM,VARCHAR2,Fax number of the PECOS associate._x000D_
354,MDCD_NUM,String15,PEC_1099_MLG_ADR,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PRVDR_INFO', 'ORG_INFO', 'PEC_1099_MLG_ADR']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PRVDR_INFO', 'ORG_INFO', 'PEC_1099_MLG_ADR']",MDCD_NUM,VARCHAR2,"""Indicates the Medicaid Number from the CMS-855S Medicare enrollment form Section 2, Part 1: 1099 Mailing Address.""""""_x000D_"
355,PRVDR_INTRFC_EXPLNTN_TXT,String1000,PEC_1099_MLG_ADR,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PRVDR_INFO', 'ORG_INFO', 'PEC_1099_MLG_ADR']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PRVDR_INFO', 'ORG_INFO', 'PEC_1099_MLG_ADR']",PRVDR_INTRFC_EXPLNTN_TXT,VARCHAR2,A textual explanation for the address entered by the provider from applications submitted through PI (Provider Interface)._x000D_
356,EXPLNTN_TXT,String1000,PEC_1099_MLG_ADR,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PRVDR_INFO', 'ORG_INFO', 'PEC_1099_MLG_ADR']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PRVDR_INFO', 'ORG_INFO', 'PEC_1099_MLG_ADR']",EXPLNTN_TXT,VARCHAR2,A textual explanation for the address entered by the MAC (Medicare Administrative Contractor) from paper applications._x000D_
357,ENRLMTS,,PRVDR,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR']",,,
358,CMS_855I,,ENRLMTS,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS']","minOccurs=0, maxOccurs=unbounded",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS']",,,
359,ENRLMT_INFO,ENRLMT_INFO_TYPE,CMS_855O,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O']",,,
360,ENRLMT_DTLS,ENRLMT_DTLS_TYPE,ENRLMT_INFO,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO']",,,
361,FORM_TYPE_CD,String4,ENRLMT_DTLS,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS']",FORM_TYPE_CD,CHAR,Contains Enrollment Form Types. Possible values:P-PhysicianN-Non PhysicianA-ProviderB-SupplierS-DMEO-O&RC-855C_x000D_
363,ENRLMT_ID,String15,ENRLMT_DTLS,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS']",ENRLMT_ID,CHAR,Unique number for the enrollment form._x000D_
377,ENRLMT_STUS_DLTS,ENRLMT_STUS_DLTS_TYPE,ENRLMT_DTLS,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS']","minOccurs=0, maxOccurs=unbounded",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS']",,,
378,STUS_CD,String2,PEC_AFDVT,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PEC_AFDVT_LIST', 'PEC_AFDVT']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PEC_AFDVT_LIST', 'PEC_AFDVT']",STUS_CD,CHAR,Unique value that identifies the administration flag status._x000D_
383,STUS_DESC,String100,PEC_AFDVT,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PEC_AFDVT_LIST', 'PEC_AFDVT']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PEC_AFDVT_LIST', 'PEC_AFDVT']",STUS_DESC,VARCHAR2,Description of status code._x000D_
384,STUS_DT,dateTime,ENRLMT_STUS_DLTS,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'ENRLMT_STUS_DLTS']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'ENRLMT_STUS_DLTS']",,,
385,STUS_CMT_TXT,String4000,PEC_AFDVT,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PEC_AFDVT_LIST', 'PEC_AFDVT']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PEC_AFDVT_LIST', 'PEC_AFDVT']",STUS_CMT_TXT,VARCHAR(4000),Comments concerning any unique or unusual circumstances concerning the status of the Medicare enrollment.
388,RVCTN_SRC_GRP_CD,String2,ENRLMT_STUS_DLTS,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'ENRLMT_STUS_DLTS']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'ENRLMT_STUS_DLTS']",RVCTN_SRC_GRP_CD,CHAR,Unique value that identifies the revocation source group code.E.g.:01 - 'Zone Program Integrity Contractors (ZPIC)/Program Safeguard Contractor (PSC)';02 - 'Center for Program Integrity(CPI) Front Office (FO)';03 - 'Center for Program Integrity(CPI) Business Operations Staff (BOS)'; etc._x000D_
389,RVCTN_SRC_GRP_DESC,String100,ENRLMT_STUS_DLTS,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'ENRLMT_STUS_DLTS']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'ENRLMT_STUS_DLTS']",,,
390,RVCTN_DEACTVTN_EFCTV_DT,DATE_TYPE,ENRLMT_STUS_DLTS,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'ENRLMT_STUS_DLTS']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'ENRLMT_STUS_DLTS']",RVCTN_DEACTVTN_EFCTV_DT,DATE,"""The effective date for Revocation (the enrollment status is """"REVOKED"""") or Deactivation (the enrollment status is """"DEACTIVATED"""") of the enrollment.""_x000D_"
392,ENRLMT_STUS_RSN_DLTS,ENRLMT_STUS_RSN_DLTS_TYPE,ENRLMT_STUS_DLTS,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'ENRLMT_STUS_DLTS']","minOccurs=0, maxOccurs=unbounded",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'ENRLMT_STUS_DLTS']",,,
393,STUS_RSN_CD,String3,ENRLMT_STUS_RSN_DLTS,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'ENRLMT_STUS_DLTS', 'ENRLMT_STUS_RSN_DLTS']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'ENRLMT_STUS_DLTS', 'ENRLMT_STUS_RSN_DLTS']",STUS_RSN_CD,CHAR,Value for STUS_RSN_CD
394,STUS_RSN_DESC,String150,ENRLMT_STUS_RSN_DLTS,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'ENRLMT_STUS_DLTS', 'ENRLMT_STUS_RSN_DLTS']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'ENRLMT_STUS_DLTS', 'ENRLMT_STUS_RSN_DLTS']",STUS_RSN_DESC,VARCHAR2,Value for STUS_RSN_DESC
395,OTHR_RSN_TXT,String100,PEC_AFDVT,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PEC_AFDVT_LIST', 'PEC_AFDVT']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PEC_AFDVT_LIST', 'PEC_AFDVT']",OTHR_RSN_TXT,VARCHAR(30),"Contains the reason for the status when the reason code indicates ""other""."
399,BUSNS_STATE,String2,ENRLMT_DTLS,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS']",,,
400,BUSNS_STATE_NAME,String80,ENRLMT_DTLS,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS']",BUSNS_STATE_NAME,VARCHAR2,A registration's business state name._x000D_
401,PEC_ENRLMT_ASCTN_LIST,,ENRLMT_DTLS,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS']",,,
402,PEC_ENRLMT_ASCTN,PEC_ENRLMT_ASCTN_TYPE,PEC_ENRLMT_ASCTN_LIST,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'PEC_ENRLMT_ASCTN_LIST']","minOccurs=0, maxOccurs=unbounded",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'PEC_ENRLMT_ASCTN_LIST']",,,
403,INDVDL_ASCTN_INFO,INDVDL_ASCTN_TYPE,PEC_ENRLMT_ASCTN,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'PEC_ENRLMT_ASCTN_LIST', 'PEC_ENRLMT_ASCTN']","minOccurs=0, maxOccurs=unbounded",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'PEC_ENRLMT_ASCTN_LIST', 'PEC_ENRLMT_ASCTN']",,,
404,ROLE_CD,String2,PEC_CNTL_ROLE_RLTNSHP,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'PEC_ENRLMT_ASCTN_LIST', 'PEC_ENRLMT_ASCTN', 'ORG_ASCTN_INFO', 'PEC_CNTL_ROLE_RLTNSHP']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'PEC_ENRLMT_ASCTN_LIST', 'PEC_ENRLMT_ASCTN', 'ORG_ASCTN_INFO', 'PEC_CNTL_ROLE_RLTNSHP']",ROLE_CD,CHAR,Unique value that identifies a role for an Administration Flag Medicare Combination._x000D_
411,ROLE_DESC,String70,ORG_ASCTN_INFO,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'PEC_ENRLMT_ASCTN_LIST', 'PEC_ENRLMT_ASCTN', 'ORG_ASCTN_INFO']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'PEC_ENRLMT_ASCTN_LIST', 'PEC_ENRLMT_ASCTN', 'ORG_ASCTN_INFO']",ROLE_DESC,VARCHAR2,Description of role._x000D_
